Deck Name,Card Name,Count,Set,Price (USD),Card URL
Flaaffy Dynamotor,Snorlax,0.14,VIV,$0.09,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226587%2Fswsh04-vivid-voltage-snorlax
Flaaffy Dynamotor,Level Ball,3.71,BST,$0.48,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Flaaffy Dynamotor,Scoop Up Net,3.14,RCL,$1.09,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Flaaffy Dynamotor,Marnie,2.71,SSH,$1.86,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Flaaffy Dynamotor,Air Balloon,2.0,SSH,$0.24,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208479%2Fswsh01-sword-and-shield-base-set-air-balloon
Flaaffy Dynamotor,Ordinary Rod,1.43,SSH,$0.22,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208500%2Fswsh01-sword-and-shield-base-set-ordinary-rod
Flaaffy Dynamotor,Escape Rope,0.43,BST,$0.05,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Flaaffy Dynamotor,Speed Lightning Energy,2.29,RCL,$0.61,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213284%2Fswsh02-rebel-clash-speed-l-energy
Zoroark Box Phantom Transformation,Level Ball,3.67,BST,$0.47,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Zoroark Box Phantom Transformation,Bruno,0.17,BST,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234112%2Fswsh05-battle-styles-bruno
Blissey V,Cape of Toughness,4.0,DAA,$0.52,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219272%2Fswsh03-darkness-ablaze-cape-of-toughness
Blissey V,Hyper Potion,3.5,SSH,$0.31,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208492%2Fswsh01-sword-and-shield-base-set-hyper-potion
Blissey V,Marnie,3.0,SSH,$2.07,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Blissey V,Scoop Up Net,1.0,RCL,$0.35,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Blissey V,Escape Rope,0.5,BST,$0.06,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Blissey V,Powerful Colorless Energy,4.0,DAA,$0.72,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219294%2Fswsh03-darkness-ablaze-powerful-c-energy
Blissey V,Twin Energy,3.0,RCL,$0.87,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213285%2Fswsh02-rebel-clash-twin-energy
Blissey V,Capture Energy,2.5,RCL,$0.40,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213282%2Fswsh02-rebel-clash-capture-energy
Miltank Miracle Body,Morpeko,2.0,RCL,$0.34,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213159%2Fswsh02-rebel-clash-morpeko
Miltank Miracle Body,Marnie,4.0,SSH,$2.76,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Miltank Miracle Body,Crushing Hammer,4.0,SSH,$0.28,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208485%2Fswsh01-sword-and-shield-base-set-crushing-hammer
Miltank Miracle Body,Pokégear 3.0,3.0,SSH,$3.36,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208504%2Fswsh01-sword-and-shield-base-set-pokegear-30
Miltank Miracle Body,Cape of Toughness,3.0,DAA,$0.39,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219272%2Fswsh03-darkness-ablaze-cape-of-toughness
Miltank Miracle Body,Galar Mine,2.0,RCL,$0.26,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213263%2Fswsh02-rebel-clash-galar-mine
Miltank Miracle Body,Twin Energy,4.0,RCL,$1.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213285%2Fswsh02-rebel-clash-twin-energy
Miltank Miracle Body,Capture Energy,4.0,RCL,$0.64,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213282%2Fswsh02-rebel-clash-capture-energy
Miltank Miracle Body,Speed Lightning Energy,4.0,RCL,$1.08,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213284%2Fswsh02-rebel-clash-speed-l-energy
Articuno Wild Freeze,Drizzile,3.46,SSH,$0.62,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208353%2Fswsh01-sword-and-shield-base-set-drizzile-056
Articuno Wild Freeze,Inteleon,1.77,SSH,$0.84,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208355%2Fswsh01-sword-and-shield-base-set-inteleon-058
Articuno Wild Freeze,Frosmoth,0.31,SSH,$0.10,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208361%2Fswsh01-sword-and-shield-base-set-frosmoth
Articuno Wild Freeze,Scoop Up Net,4.0,RCL,$1.40,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Articuno Wild Freeze,Level Ball,3.69,BST,$0.47,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Articuno Wild Freeze,Evolution Incense,3.0,SSH,$0.57,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208489%2Fswsh01-sword-and-shield-base-set-evolution-incense
Articuno Wild Freeze,Capacious Bucket,2.0,RCL,$0.38,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213259%2Fswsh02-rebel-clash-capacious-bucket
Articuno Wild Freeze,Training Court,1.15,RCL,$0.18,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213280%2Fswsh02-rebel-clash-training-court
Articuno Wild Freeze,Air Balloon,0.77,SSH,$0.09,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208479%2Fswsh01-sword-and-shield-base-set-air-balloon
Articuno Wild Freeze,Ordinary Rod,0.62,SSH,$0.09,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208500%2Fswsh01-sword-and-shield-base-set-ordinary-rod
Articuno Wild Freeze,Escape Rope,0.31,BST,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Articuno Wild Freeze,Big Parasol,0.31,DAA,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219265%2Fswsh03-darkness-ablaze-big-parasol
Articuno Wild Freeze,Nessa,0.31,VIV,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226518%2Fswsh04-vivid-voltage-nessa
Articuno Wild Freeze,Lucky Egg,0.15,SSH,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208493%2Fswsh01-sword-and-shield-base-set-lucky-egg
Articuno Wild Freeze,Cape of Toughness,0.08,DAA,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219272%2Fswsh03-darkness-ablaze-cape-of-toughness
Articuno Wild Freeze,Wash Water Energy,1.69,VIV,$0.20,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226544%2Fswsh04-vivid-voltage-wash-water-energy
Durant Devour,Durant,4.0,BST,$0.20,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234061%2Fswsh05-battle-styles-durant
Durant Devour,Bruno,4.0,BST,$0.28,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234112%2Fswsh05-battle-styles-bruno
Durant Devour,Yell Horn,4.0,DAA,$0.20,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219290%2Fswsh03-darkness-ablaze-yell-horn
Durant Devour,Level Ball,3.0,BST,$0.39,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Durant Devour,Cape of Toughness,3.0,DAA,$0.39,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219272%2Fswsh03-darkness-ablaze-cape-of-toughness
Durant Devour,Rose Tower,3.0,DAA,$0.27,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219285%2Fswsh03-darkness-ablaze-rose-tower
Durant Devour,Scoop Up Net,1.0,RCL,$0.35,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Durant Devour,Twin Energy,4.0,RCL,$1.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213285%2Fswsh02-rebel-clash-twin-energy
Galarian Weezing Neutralizing Gas,Galarian Weezing,4.0,RCL,$1.40,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213205%2Fswsh02-rebel-clash-galarian-weezing
Galarian Weezing Neutralizing Gas,Fan of Waves,4.0,BST,$0.20,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234120%2Fswsh05-battle-styles-fan-of-waves
Galarian Weezing Neutralizing Gas,Level Ball,4.0,BST,$0.52,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Galarian Weezing Neutralizing Gas,Galar Mine,2.8,RCL,$0.36,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213263%2Fswsh02-rebel-clash-galar-mine
Galarian Weezing Neutralizing Gas,Marnie,2.4,SSH,$1.65,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Galarian Weezing Neutralizing Gas,Yell Horn,1.2,DAA,$0.06,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219290%2Fswsh03-darkness-ablaze-yell-horn
Galarian Weezing Neutralizing Gas,Ordinary Rod,0.8,SSH,$0.12,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208500%2Fswsh01-sword-and-shield-base-set-ordinary-rod
Galarian Weezing Neutralizing Gas,Tool Jammer,0.4,BST,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234143%2Fswsh05-battle-styles-tool-jammer
Galarian Weezing Neutralizing Gas,Piers,0.4,DAA,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219280%2Fswsh03-darkness-ablaze-piers
Galarian Weezing Neutralizing Gas,Team Yell Grunt,0.4,SSH,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208517%2Fswsh01-sword-and-shield-base-set-team-yell-grunt
Galarian Weezing Neutralizing Gas,Tool Scrapper,0.4,RCL,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213278%2Fswsh02-rebel-clash-tool-scrapper
Galarian Weezing Neutralizing Gas,Hiding Darkness Energy,3.8,DAA,$0.87,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219293%2Fswsh03-darkness-ablaze-hiding-d-energy
