Set ID,Number,Name,Rarity,Grade,Month,Average
swsh1,81,Galarian Ponyta,Common,reverse-good,2023-06,65.5
swsh1,81,Galarian Ponyta,Common,reverse-good,2023-07,233.0
swsh1,81,Galarian Ponyta,Common,reverse-good,2023-08,252.0
swsh1,81,Galarian Ponyta,Common,reverse-good,2023-09,94.4
swsh1,81,Galarian Ponyta,Common,reverse-good,2023-10,101.11
swsh1,81,Galarian Ponyta,Common,reverse-good,2023-11,192.33
swsh1,81,Galarian Ponyta,Common,reverse-good,2024-05,94.43
swsh1,81,Galarian Ponyta,Common,reverse-good,2024-06,20.0
swsh1,81,Galarian Ponyta,Common,reverse-good,2024-07,24.0
swsh1,81,Galarian Ponyta,Common,reverse-good,2024-08,62.33
swsh1,81,Galarian Ponyta,Common,reverse-good,2024-09,98.75
swsh1,81,Galarian Ponyta,Common,normal-good,2022-12,45.54
swsh1,81,Galarian Ponyta,Common,normal-good,2023-01,83.43
swsh1,81,Galarian Ponyta,Common,normal-good,2023-02,147.0
swsh1,81,Galarian Ponyta,Common,normal-good,2023-03,54.25
swsh1,81,Galarian Ponyta,Common,normal-good,2023-04,68.24
swsh1,81,Galarian Ponyta,Common,normal-good,2023-05,84.4
swsh1,81,Galarian Ponyta,Common,normal-good,2023-06,64.0
swsh1,81,Galarian Ponyta,Common,normal-good,2023-07,49.0
swsh1,81,Galarian Ponyta,Common,normal-good,2023-08,42.75
swsh1,81,Galarian Ponyta,Common,normal-good,2023-09,62.0
swsh1,81,Galarian Ponyta,Common,normal-good,2023-10,63.0
swsh1,81,Galarian Ponyta,Common,normal-good,2023-11,91.1
swsh1,81,Galarian Ponyta,Common,normal-good,2024-05,59.78
swsh1,81,Galarian Ponyta,Common,normal-good,2024-06,25.0
swsh1,81,Galarian Ponyta,Common,normal-good,2024-07,61.2
swsh1,81,Galarian Ponyta,Common,normal-good,2024-08,77.88
swsh1,81,Galarian Ponyta,Common,normal-good,2024-09,578.25
swsh1,81,Galarian Ponyta,Common,normal-nearmint,2024-05,53.43
swsh1,81,Galarian Ponyta,Common,normal-nearmint,2024-06,108.94
swsh1,81,Galarian Ponyta,Common,normal-nearmint,2024-07,99.5
swsh1,81,Galarian Ponyta,Common,normal-nearmint,2024-08,62.25
swsh1,81,Galarian Ponyta,Common,normal-nearmint,2024-09,63.76
swsh1,81,Galarian Ponyta,Common,reverse-nearmint,2024-05,152.0
swsh1,81,Galarian Ponyta,Common,reverse-nearmint,2024-06,126.27
swsh1,81,Galarian Ponyta,Common,reverse-nearmint,2024-07,189.11
swsh1,81,Galarian Ponyta,Common,reverse-nearmint,2024-08,159.73
swsh1,81,Galarian Ponyta,Common,reverse-nearmint,2024-09,150.89
swsh1,81,Galarian Ponyta,Common,normal-played,2024-06,96.75
swsh1,81,Galarian Ponyta,Common,normal-played,2024-07,254.0
swsh1,81,Galarian Ponyta,Common,normal-played,2024-09,12.5
swsh1,82,Galarian Rapidash,Rare,normal-good,2022-11,99.0
swsh1,82,Galarian Rapidash,Rare,normal-good,2022-12,74.62
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-01,97.71
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-02,127.0
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-03,79.23
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-04,97.65
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-05,91.18
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-06,45.6
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-07,68.2
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-08,68.0
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-09,73.82
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-10,87.85
swsh1,82,Galarian Rapidash,Rare,normal-good,2023-11,162.67
swsh1,82,Galarian Rapidash,Rare,normal-good,2024-05,173.5
swsh1,82,Galarian Rapidash,Rare,normal-good,2024-06,198.5
swsh1,82,Galarian Rapidash,Rare,normal-good,2024-07,126.7
swsh1,82,Galarian Rapidash,Rare,normal-good,2024-08,147.7
swsh1,82,Galarian Rapidash,Rare,normal-good,2024-09,144.0
swsh1,82,Galarian Rapidash,Rare,reverse-good,2022-12,116.5
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-01,131.8
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-02,197.0
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-03,94.27
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-04,121.0
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-05,170.33
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-06,443.5
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-07,58.56
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-08,142.4
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-09,128.86
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-10,107.08
swsh1,82,Galarian Rapidash,Rare,reverse-good,2023-11,201.2
swsh1,82,Galarian Rapidash,Rare,reverse-good,2024-05,174.5
swsh1,82,Galarian Rapidash,Rare,reverse-good,2024-06,187.29
swsh1,82,Galarian Rapidash,Rare,reverse-good,2024-07,285.67
swsh1,82,Galarian Rapidash,Rare,reverse-good,2024-08,93.4
swsh1,82,Galarian Rapidash,Rare,reverse-good,2024-09,308.33
swsh1,82,Galarian Rapidash,Rare,reverse-nearmint,2024-05,169.33
swsh1,82,Galarian Rapidash,Rare,reverse-nearmint,2024-06,147.2
swsh1,82,Galarian Rapidash,Rare,reverse-nearmint,2024-07,219.18
swsh1,82,Galarian Rapidash,Rare,reverse-nearmint,2024-08,158.0
swsh1,82,Galarian Rapidash,Rare,reverse-nearmint,2024-09,213.71
swsh1,82,Galarian Rapidash,Rare,normal-nearmint,2024-05,194.33
swsh1,82,Galarian Rapidash,Rare,normal-nearmint,2024-06,159.7
swsh1,82,Galarian Rapidash,Rare,normal-nearmint,2024-07,174.89
swsh1,82,Galarian Rapidash,Rare,normal-nearmint,2024-08,131.4
swsh1,82,Galarian Rapidash,Rare,normal-nearmint,2024-09,254.36
swsh1,82,Galarian Rapidash,Rare,normal-played,2024-06,236.6
swsh1,82,Galarian Rapidash,Rare,normal-played,2024-07,574.0
swsh1,82,Galarian Rapidash,Rare,normal-played,2024-08,167.5
swsh1,82,Galarian Rapidash,Rare,normal-played,2024-09,129.0
swsh1,82,Galarian Rapidash,Rare,reverse-played,2024-06,172.0
swsh1,82,Galarian Rapidash,Rare,reverse-played,2024-09,185.0
swsh1,83,Gastly,Common,reverse-good,2022-12,141.55
swsh1,83,Gastly,Common,reverse-good,2023-01,116.0
swsh1,83,Gastly,Common,reverse-good,2023-02,20.0
swsh1,83,Gastly,Common,reverse-good,2023-03,269.0
swsh1,83,Gastly,Common,reverse-good,2023-04,142.3
swsh1,83,Gastly,Common,reverse-good,2023-05,68.0
swsh1,83,Gastly,Common,reverse-good,2023-06,25.0
swsh1,83,Gastly,Common,reverse-good,2023-07,57.67
swsh1,83,Gastly,Common,reverse-good,2023-08,399.0
swsh1,83,Gastly,Common,reverse-good,2023-09,76.5
swsh1,83,Gastly,Common,reverse-good,2023-10,25.0
swsh1,83,Gastly,Common,reverse-good,2023-11,54.83
swsh1,83,Gastly,Common,reverse-good,2024-05,93.6
swsh1,83,Gastly,Common,reverse-good,2024-07,202.33
swsh1,83,Gastly,Common,reverse-good,2024-08,151.5
swsh1,83,Gastly,Common,reverse-good,2024-09,16.0
swsh1,83,Gastly,Common,normal-good,2022-12,112.68
swsh1,83,Gastly,Common,normal-good,2023-01,46.0
swsh1,83,Gastly,Common,normal-good,2023-02,174.0
swsh1,83,Gastly,Common,normal-good,2023-03,50.11
swsh1,83,Gastly,Common,normal-good,2023-04,33.5
swsh1,83,Gastly,Common,normal-good,2023-05,137.85
swsh1,83,Gastly,Common,normal-good,2023-06,111.0
swsh1,83,Gastly,Common,normal-good,2023-07,62.75
swsh1,83,Gastly,Common,normal-good,2023-08,241.0
swsh1,83,Gastly,Common,normal-good,2023-09,61.6
swsh1,83,Gastly,Common,normal-good,2023-10,114.0
swsh1,83,Gastly,Common,normal-good,2023-11,92.0
swsh1,83,Gastly,Common,normal-good,2024-05,84.17
swsh1,83,Gastly,Common,normal-good,2024-06,133.8
swsh1,83,Gastly,Common,normal-good,2024-07,71.5
swsh1,83,Gastly,Common,normal-good,2024-08,55.64
swsh1,83,Gastly,Common,normal-good,2024-09,188.25
swsh1,83,Gastly,Common,normal-nearmint,2024-05,15.0
swsh1,83,Gastly,Common,normal-nearmint,2024-06,149.83
swsh1,83,Gastly,Common,normal-nearmint,2024-07,147.08
swsh1,83,Gastly,Common,normal-nearmint,2024-08,93.57
swsh1,83,Gastly,Common,normal-nearmint,2024-09,279.2
swsh1,83,Gastly,Common,reverse-nearmint,2024-05,111.0
swsh1,83,Gastly,Common,reverse-nearmint,2024-06,181.5
swsh1,83,Gastly,Common,reverse-nearmint,2024-07,179.14
swsh1,83,Gastly,Common,reverse-nearmint,2024-08,43.33
swsh1,83,Gastly,Common,reverse-nearmint,2024-09,99.83
swsh1,84,Haunter,Uncommon,normal-good,2022-12,47.33
swsh1,84,Haunter,Uncommon,normal-good,2023-01,20.0
swsh1,84,Haunter,Uncommon,normal-good,2023-02,12.0
swsh1,84,Haunter,Uncommon,normal-good,2023-03,59.33
swsh1,84,Haunter,Uncommon,normal-good,2023-04,51.29
swsh1,84,Haunter,Uncommon,normal-good,2023-05,158.0
swsh1,84,Haunter,Uncommon,normal-good,2023-06,87.0
swsh1,84,Haunter,Uncommon,normal-good,2023-07,75.0
swsh1,84,Haunter,Uncommon,normal-good,2023-08,133.5
swsh1,84,Haunter,Uncommon,normal-good,2023-09,39.25
swsh1,84,Haunter,Uncommon,normal-good,2023-10,112.89
swsh1,84,Haunter,Uncommon,normal-good,2023-11,62.25
swsh1,84,Haunter,Uncommon,normal-good,2024-05,101.0
swsh1,84,Haunter,Uncommon,normal-good,2024-06,14.0
swsh1,84,Haunter,Uncommon,normal-good,2024-07,60.25
swsh1,84,Haunter,Uncommon,normal-good,2024-08,29.0
swsh1,84,Haunter,Uncommon,normal-good,2024-09,63.25
swsh1,84,Haunter,Uncommon,reverse-good,2022-12,146.8
swsh1,84,Haunter,Uncommon,reverse-good,2023-01,95.0
swsh1,84,Haunter,Uncommon,reverse-good,2023-02,162.0
swsh1,84,Haunter,Uncommon,reverse-good,2023-03,85.2
swsh1,84,Haunter,Uncommon,reverse-good,2023-04,175.89
swsh1,84,Haunter,Uncommon,reverse-good,2023-05,113.17
swsh1,84,Haunter,Uncommon,reverse-good,2023-06,174.0
swsh1,84,Haunter,Uncommon,reverse-good,2023-07,216.5
swsh1,84,Haunter,Uncommon,reverse-good,2023-09,51.0
swsh1,84,Haunter,Uncommon,reverse-good,2023-10,147.0
swsh1,84,Haunter,Uncommon,reverse-good,2023-11,74.75
swsh1,84,Haunter,Uncommon,reverse-good,2024-05,171.67
swsh1,84,Haunter,Uncommon,reverse-good,2024-06,545.0
swsh1,84,Haunter,Uncommon,reverse-good,2024-07,45.0
swsh1,84,Haunter,Uncommon,reverse-good,2024-08,155.5
swsh1,84,Haunter,Uncommon,reverse-good,2024-09,124.5
swsh1,84,Haunter,Uncommon,reverse-nearmint,2024-05,279.0
swsh1,84,Haunter,Uncommon,reverse-nearmint,2024-06,194.0
swsh1,84,Haunter,Uncommon,reverse-nearmint,2024-07,146.0
swsh1,84,Haunter,Uncommon,reverse-nearmint,2024-08,133.2
swsh1,84,Haunter,Uncommon,reverse-nearmint,2024-09,195.11
swsh1,84,Haunter,Uncommon,normal-played,2024-05,512.0
swsh1,84,Haunter,Uncommon,normal-played,2024-07,511.0
swsh1,84,Haunter,Uncommon,normal-nearmint,2024-05,15.0
swsh1,84,Haunter,Uncommon,normal-nearmint,2024-06,116.6
swsh1,84,Haunter,Uncommon,normal-nearmint,2024-07,130.33
swsh1,84,Haunter,Uncommon,normal-nearmint,2024-08,158.6
swsh1,84,Haunter,Uncommon,normal-nearmint,2024-09,93.36
swsh1,85,Gengar,Rare Holo,holo-good,2022-11,156.0
swsh1,85,Gengar,Rare Holo,holo-good,2022-12,231.62
swsh1,85,Gengar,Rare Holo,holo-good,2023-01,156.14
swsh1,85,Gengar,Rare Holo,holo-good,2023-02,114.29
swsh1,85,Gengar,Rare Holo,holo-good,2023-03,109.87
swsh1,85,Gengar,Rare Holo,holo-good,2023-04,116.58
swsh1,85,Gengar,Rare Holo,holo-good,2023-05,156.19
swsh1,85,Gengar,Rare Holo,holo-good,2023-06,209.88
swsh1,85,Gengar,Rare Holo,holo-good,2023-07,171.57
swsh1,85,Gengar,Rare Holo,holo-good,2023-08,131.67
swsh1,85,Gengar,Rare Holo,holo-good,2023-09,113.5
swsh1,85,Gengar,Rare Holo,holo-good,2023-10,158.57
swsh1,85,Gengar,Rare Holo,holo-good,2023-11,123.88
swsh1,85,Gengar,Rare Holo,holo-good,2024-05,164.67
swsh1,85,Gengar,Rare Holo,holo-good,2024-06,307.8
swsh1,85,Gengar,Rare Holo,holo-good,2024-07,94.9
swsh1,85,Gengar,Rare Holo,holo-good,2024-08,148.77
swsh1,85,Gengar,Rare Holo,holo-good,2024-09,59.12
swsh1,85,Gengar,Rare Holo,reverse-good,2022-12,235.06
swsh1,85,Gengar,Rare Holo,reverse-good,2023-01,203.86
swsh1,85,Gengar,Rare Holo,reverse-good,2023-02,154.33
swsh1,85,Gengar,Rare Holo,reverse-good,2023-03,150.44
swsh1,85,Gengar,Rare Holo,reverse-good,2023-04,123.0
swsh1,85,Gengar,Rare Holo,reverse-good,2023-05,153.0
swsh1,85,Gengar,Rare Holo,reverse-good,2023-06,130.5
swsh1,85,Gengar,Rare Holo,reverse-good,2023-07,160.0
swsh1,85,Gengar,Rare Holo,reverse-good,2023-08,312.0
swsh1,85,Gengar,Rare Holo,reverse-good,2023-09,135.0
swsh1,85,Gengar,Rare Holo,reverse-good,2023-10,147.4
swsh1,85,Gengar,Rare Holo,reverse-good,2023-11,127.78
swsh1,85,Gengar,Rare Holo,reverse-good,2024-05,189.29
swsh1,85,Gengar,Rare Holo,reverse-good,2024-06,161.8
swsh1,85,Gengar,Rare Holo,reverse-good,2024-07,111.25
swsh1,85,Gengar,Rare Holo,reverse-good,2024-08,77.7
swsh1,85,Gengar,Rare Holo,reverse-good,2024-09,115.5
swsh1,85,Gengar,Rare Holo,reverse-nearmint,2024-05,123.5
swsh1,85,Gengar,Rare Holo,reverse-nearmint,2024-06,182.4
swsh1,85,Gengar,Rare Holo,reverse-nearmint,2024-07,277.6
swsh1,85,Gengar,Rare Holo,reverse-nearmint,2024-08,196.5
swsh1,85,Gengar,Rare Holo,reverse-nearmint,2024-09,172.0
swsh1,85,Gengar,Rare Holo,holo-nearmint,2024-05,197.0
swsh1,85,Gengar,Rare Holo,holo-nearmint,2024-06,223.24
swsh1,85,Gengar,Rare Holo,holo-nearmint,2024-07,191.28
swsh1,85,Gengar,Rare Holo,holo-nearmint,2024-08,105.08
swsh1,85,Gengar,Rare Holo,holo-nearmint,2024-09,174.55
swsh1,85,Gengar,Rare Holo,holo-played,2024-05,192.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2022-11,174.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2022-12,126.5
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-01,125.57
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-02,207.71
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-03,171.8
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-04,147.24
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-05,125.56
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-06,93.2
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-07,133.17
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-08,105.33
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-09,140.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-10,181.47
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2023-11,93.93
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2024-05,137.57
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2024-06,94.17
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2024-07,125.33
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2024-08,83.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-good,2024-09,90.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-played,2024-05,114.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-nearmint,2024-05,148.25
swsh1,86,Wobbuffet V,Rare Holo V,holo-nearmint,2024-06,137.0
swsh1,86,Wobbuffet V,Rare Holo V,holo-nearmint,2024-07,210.73
swsh1,86,Wobbuffet V,Rare Holo V,holo-nearmint,2024-08,111.82
swsh1,86,Wobbuffet V,Rare Holo V,holo-nearmint,2024-09,177.38
swsh1,86,Wobbuffet V,Rare Holo V,holo-poor,2024-07,28.0
swsh1,87,Munna,Common,normal-good,2022-12,49.12
swsh1,87,Munna,Common,normal-good,2023-01,9.5
swsh1,87,Munna,Common,normal-good,2023-02,30.75
swsh1,87,Munna,Common,normal-good,2023-03,47.0
swsh1,87,Munna,Common,normal-good,2023-04,61.38
swsh1,87,Munna,Common,normal-good,2023-05,17.25
swsh1,87,Munna,Common,normal-good,2023-06,10.75
swsh1,87,Munna,Common,normal-good,2023-07,29.5
swsh1,87,Munna,Common,normal-good,2023-08,178.5
swsh1,87,Munna,Common,normal-good,2023-09,31.0
swsh1,87,Munna,Common,normal-good,2023-10,58.91
swsh1,87,Munna,Common,normal-good,2023-11,185.33
swsh1,87,Munna,Common,normal-good,2024-05,100.33
swsh1,87,Munna,Common,normal-good,2024-06,24.56
swsh1,87,Munna,Common,normal-good,2024-07,71.17
swsh1,87,Munna,Common,normal-good,2024-08,66.67
swsh1,87,Munna,Common,normal-good,2024-09,46.0
swsh1,87,Munna,Common,reverse-good,2022-12,47.75
swsh1,87,Munna,Common,reverse-good,2023-01,43.0
swsh1,87,Munna,Common,reverse-good,2023-02,15.0
swsh1,87,Munna,Common,reverse-good,2023-03,51.22
swsh1,87,Munna,Common,reverse-good,2023-04,31.67
swsh1,87,Munna,Common,reverse-good,2023-05,31.6
swsh1,87,Munna,Common,reverse-good,2023-06,19.0
swsh1,87,Munna,Common,reverse-good,2023-07,19.0
swsh1,87,Munna,Common,reverse-good,2023-08,399.0
swsh1,87,Munna,Common,reverse-good,2023-09,23.0
swsh1,87,Munna,Common,reverse-good,2023-10,18.0
swsh1,87,Munna,Common,reverse-good,2023-11,25.5
swsh1,87,Munna,Common,reverse-good,2024-05,112.17
swsh1,87,Munna,Common,reverse-good,2024-06,16.0
swsh1,87,Munna,Common,reverse-good,2024-07,236.0
swsh1,87,Munna,Common,reverse-good,2024-08,99.0
swsh1,87,Munna,Common,reverse-good,2024-09,99.0
swsh1,87,Munna,Common,normal-nearmint,2024-05,40.8
swsh1,87,Munna,Common,normal-nearmint,2024-06,58.67
swsh1,87,Munna,Common,normal-nearmint,2024-07,77.86
swsh1,87,Munna,Common,normal-nearmint,2024-08,77.42
swsh1,87,Munna,Common,normal-nearmint,2024-09,83.79
swsh1,87,Munna,Common,reverse-nearmint,2024-05,40.67
swsh1,87,Munna,Common,reverse-nearmint,2024-06,112.38
swsh1,87,Munna,Common,reverse-nearmint,2024-07,51.73
swsh1,87,Munna,Common,reverse-nearmint,2024-08,227.0
swsh1,87,Munna,Common,reverse-nearmint,2024-09,77.2
swsh1,88,Musharna,Rare,normal-good,2022-12,41.0
swsh1,88,Musharna,Rare,normal-good,2023-01,63.0
swsh1,88,Musharna,Rare,normal-good,2023-02,48.33
swsh1,88,Musharna,Rare,normal-good,2023-03,49.1
swsh1,88,Musharna,Rare,normal-good,2023-04,28.91
swsh1,88,Musharna,Rare,normal-good,2023-05,50.67
swsh1,88,Musharna,Rare,normal-good,2023-06,47.33
swsh1,88,Musharna,Rare,normal-good,2023-07,54.33
swsh1,88,Musharna,Rare,normal-good,2023-08,146.33
swsh1,88,Musharna,Rare,normal-good,2023-09,52.71
swsh1,88,Musharna,Rare,normal-good,2023-10,31.25
swsh1,88,Musharna,Rare,normal-good,2023-11,43.5
swsh1,88,Musharna,Rare,normal-good,2024-05,77.5
swsh1,88,Musharna,Rare,normal-good,2024-06,12.5
swsh1,88,Musharna,Rare,normal-good,2024-07,102.0
swsh1,88,Musharna,Rare,normal-good,2024-08,74.0
swsh1,88,Musharna,Rare,reverse-good,2022-12,92.67
swsh1,88,Musharna,Rare,reverse-good,2023-01,42.25
swsh1,88,Musharna,Rare,reverse-good,2023-02,76.0
swsh1,88,Musharna,Rare,reverse-good,2023-03,152.5
swsh1,88,Musharna,Rare,reverse-good,2023-04,93.29
swsh1,88,Musharna,Rare,reverse-good,2023-05,69.17
swsh1,88,Musharna,Rare,reverse-good,2023-06,25.0
swsh1,88,Musharna,Rare,reverse-good,2023-07,78.4
swsh1,88,Musharna,Rare,reverse-good,2023-08,449.0
swsh1,88,Musharna,Rare,reverse-good,2023-09,99.0
swsh1,88,Musharna,Rare,reverse-good,2023-10,99.0
swsh1,88,Musharna,Rare,reverse-good,2023-11,49.0
swsh1,88,Musharna,Rare,reverse-good,2024-05,52.0
swsh1,88,Musharna,Rare,reverse-good,2024-06,424.0
swsh1,88,Musharna,Rare,reverse-good,2024-07,532.0
swsh1,88,Musharna,Rare,reverse-good,2024-09,519.0
swsh1,88,Musharna,Rare,reverse-nearmint,2024-05,65.5
swsh1,88,Musharna,Rare,reverse-nearmint,2024-06,307.43
swsh1,88,Musharna,Rare,reverse-nearmint,2024-07,165.25
swsh1,88,Musharna,Rare,reverse-nearmint,2024-08,126.0
swsh1,88,Musharna,Rare,reverse-nearmint,2024-09,154.6
swsh1,88,Musharna,Rare,normal-nearmint,2024-05,69.67
swsh1,88,Musharna,Rare,normal-nearmint,2024-06,45.6
swsh1,88,Musharna,Rare,normal-nearmint,2024-07,93.0
swsh1,88,Musharna,Rare,normal-nearmint,2024-08,153.09
swsh1,88,Musharna,Rare,normal-nearmint,2024-09,111.2
swsh1,88,Musharna,Rare,normal-played,2024-08,517.0
swsh1,89,Sinistea,Common,reverse-good,2022-12,74.8
swsh1,89,Sinistea,Common,reverse-good,2023-01,36.5
swsh1,89,Sinistea,Common,reverse-good,2023-03,47.29
swsh1,89,Sinistea,Common,reverse-good,2023-04,62.33
swsh1,89,Sinistea,Common,reverse-good,2023-05,40.56
swsh1,89,Sinistea,Common,reverse-good,2023-07,19.0
swsh1,89,Sinistea,Common,reverse-good,2023-08,399.0
swsh1,89,Sinistea,Common,reverse-good,2023-09,17.75
swsh1,89,Sinistea,Common,reverse-good,2023-10,45.75
swsh1,89,Sinistea,Common,reverse-good,2023-11,25.0
swsh1,89,Sinistea,Common,reverse-good,2024-05,86.14
swsh1,89,Sinistea,Common,reverse-good,2024-07,160.0
swsh1,89,Sinistea,Common,normal-good,2022-12,43.4
swsh1,89,Sinistea,Common,normal-good,2023-01,4.5
swsh1,89,Sinistea,Common,normal-good,2023-02,52.0
swsh1,89,Sinistea,Common,normal-good,2023-03,80.4
swsh1,89,Sinistea,Common,normal-good,2023-04,40.69
swsh1,89,Sinistea,Common,normal-good,2023-05,122.25
swsh1,89,Sinistea,Common,normal-good,2023-06,5.0
swsh1,89,Sinistea,Common,normal-good,2023-07,6.25
swsh1,89,Sinistea,Common,normal-good,2023-08,5.0
swsh1,89,Sinistea,Common,normal-good,2023-09,58.67
swsh1,89,Sinistea,Common,normal-good,2023-10,59.33
swsh1,89,Sinistea,Common,normal-good,2023-11,69.33
swsh1,89,Sinistea,Common,normal-good,2024-05,26.8
swsh1,89,Sinistea,Common,normal-good,2024-06,6.0
swsh1,89,Sinistea,Common,normal-good,2024-07,62.25
swsh1,89,Sinistea,Common,normal-good,2024-08,104.0
swsh1,89,Sinistea,Common,normal-good,2024-09,17.0
swsh1,89,Sinistea,Common,normal-nearmint,2024-05,101.0
swsh1,89,Sinistea,Common,normal-nearmint,2024-06,21.36
swsh1,89,Sinistea,Common,normal-nearmint,2024-07,190.75
swsh1,89,Sinistea,Common,normal-nearmint,2024-08,78.75
swsh1,89,Sinistea,Common,normal-nearmint,2024-09,79.5
swsh1,89,Sinistea,Common,reverse-nearmint,2024-05,81.0
swsh1,89,Sinistea,Common,reverse-nearmint,2024-06,18.33
swsh1,89,Sinistea,Common,reverse-nearmint,2024-07,77.0
swsh1,89,Sinistea,Common,reverse-nearmint,2024-08,59.78
swsh1,89,Sinistea,Common,reverse-nearmint,2024-09,123.75
swsh1,89,Sinistea,Common,normal-played,2024-07,503.0
swsh1,89,Sinistea,Common,normal-played,2024-08,502.0
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2022-11,119.0
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2022-12,111.95
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-01,155.0
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-02,81.0
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-03,135.94
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-04,121.86
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-05,134.89
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-06,114.75
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-07,109.83
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-08,203.67
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-09,95.67
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-10,91.94
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2023-11,112.92
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2024-05,148.75
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2024-06,101.0
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2024-07,123.67
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2024-08,82.0
swsh1,9,Dhelmise V,Rare Holo V,holo-good,2024-09,97.0
swsh1,9,Dhelmise V,Rare Holo V,holo-nearmint,2024-05,98.17
swsh1,9,Dhelmise V,Rare Holo V,holo-nearmint,2024-06,182.1
swsh1,9,Dhelmise V,Rare Holo V,holo-nearmint,2024-07,122.05
swsh1,9,Dhelmise V,Rare Holo V,holo-nearmint,2024-08,131.96
swsh1,9,Dhelmise V,Rare Holo V,holo-nearmint,2024-09,138.06
swsh1,9,Dhelmise V,Rare Holo V,holo-used,2024-08,25.0
swsh1,9,Dhelmise V,Rare Holo V,holo-used,2024-09,153.0
swsh1,9,Dhelmise V,Rare Holo V,holo-poor,2024-09,135.0
swsh1,9,Dhelmise V,Rare Holo V,holo-played,2024-06,97.0
swsh1,9,Dhelmise V,Rare Holo V,holo-played,2024-07,170.0
swsh1,90,Polteageist,Rare,normal-good,2022-12,49.11
swsh1,90,Polteageist,Rare,normal-good,2023-01,152.0
swsh1,90,Polteageist,Rare,normal-good,2023-02,39.33
swsh1,90,Polteageist,Rare,normal-good,2023-03,112.6
swsh1,90,Polteageist,Rare,normal-good,2023-04,39.0
swsh1,90,Polteageist,Rare,normal-good,2023-05,109.85
swsh1,90,Polteageist,Rare,normal-good,2023-06,19.25
swsh1,90,Polteageist,Rare,normal-good,2023-07,19.5
swsh1,90,Polteageist,Rare,normal-good,2023-08,19.5
swsh1,90,Polteageist,Rare,normal-good,2023-09,50.11
swsh1,90,Polteageist,Rare,normal-good,2023-10,37.17
swsh1,90,Polteageist,Rare,normal-good,2023-11,17.33
swsh1,90,Polteageist,Rare,normal-good,2024-05,71.33
