Set ID,Number,Name,Rarity
swsh4,102,Zamazenta,Amazing Rare
swsh4,103,Poochyena,Common
swsh4,104,Mightyena,Uncommon
swsh4,105,Sableye,Uncommon
swsh4,106,Drapion V,Rare Holo V
swsh4,107,Sandile,Common
swsh4,109,Krookodile,Rare
swsh4,111,Garbodor,Rare
swsh4,112,Galarian Meowth,Common
swsh4,108,Krokorok,Uncommon
swsh4,110,Trubbish,Common
swsh4,114,Forretress,Rare
swsh4,116,Beldum,Common
swsh4,113,Galarian Perrserker,Rare
swsh4,115,Steelix V,Rare Holo V
swsh4,117,Metang,Uncommon
swsh4,118,Metagross,Rare
swsh4,121,Dialga,Rare Holo
swsh4,119,Jirachi,Amazing Rare
swsh4,120,Lucario,Rare
swsh4,122,Excadrill,Uncommon
swsh4,124,Ferrothorn,Uncommon
swsh4,125,Galarian Stunfisk,Uncommon
swsh4,126,Aegislash V,Rare Holo V
swsh4,127,Aegislash VMAX,Rare Holo VMAX
swsh4,123,Ferroseed,Common
swsh4,133,Taillow,Common
swsh4,139,Chatot,Common
swsh4,142,Tornadus,Rare Holo
swsh4,130,Eevee,Common
swsh4,136,Loudred,Uncommon
swsh4,134,Swellow,Uncommon
swsh4,135,Whismur,Common
swsh4,137,Exploud,Rare
swsh4,140,Togekiss V,Rare Holo V
swsh4,141,Togekiss VMAX,Rare Holo VMAX
swsh4,144,Trumbeak,Uncommon
swsh4,146,Allister,Uncommon
swsh4,147,Bea,Uncommon
swsh4,143,Pikipek,Common
swsh4,128,Magearna,Rare Holo
swsh4,129,Duraludon,Rare Holo
swsh4,131,Snorlax,Rare Holo
swsh4,132,Lugia,Rare Holo
swsh4,138,Rayquaza,Amazing Rare
swsh4,145,Toucannon,Rare
swsh4,148,Beauty,Uncommon
swsh4,149,Cara Liss,Uncommon
swsh4,153,League Staff,Uncommon
swsh4,152,Hero's Medal,Uncommon
swsh4,154,Leon,Rare Holo
swsh4,150,Circhester Bath,Uncommon
swsh4,151,Drone Rotom,Uncommon
swsh4,158,Opal,Uncommon
swsh4,157,Nessa,Uncommon
swsh4,159,Rocky Helmet,Uncommon
swsh4,162,Aromatic Grass Energy,Uncommon
swsh4,160,Telescopic Sight,Uncommon
swsh4,165,Wash Water Energy,Uncommon
swsh4,166,Orbeetle V,Rare Ultra
swsh4,164,Stone Fighting Energy,Uncommon
swsh4,167,Zarude V,Rare Ultra
swsh4,168,Talonflame V,Rare Ultra
swsh4,176,Steelix V,Rare Ultra
swsh4,170,Pikachu V,Rare Ultra
swsh4,182,Leon,Rare Ultra
swsh4,174,Galarian Sirfetch'd V,Rare Ultra
swsh4,178,Togekiss V,Rare Ultra
swsh4,184,Opal,Rare Ultra
swsh4,155,Memory Capsule,Uncommon
swsh4,161,Wyndon Stadium,Uncommon
swsh4,163,Coating Metal Energy,Uncommon
swsh4,156,Moomoo Cheese,Uncommon
swsh4,169,Galarian Darmanitan V,Rare Ultra
swsh4,173,Coalossal V,Rare Ultra
swsh4,175,Drapion V,Rare Ultra
swsh4,177,Aegislash V,Rare Ultra
swsh4,180,Bea,Rare Ultra
swsh4,183,Nessa,Rare Ultra
swsh4,171,Ampharos V,Rare Ultra
swsh4,172,Alakazam V,Rare Ultra
swsh4,179,Allister,Rare Ultra
swsh4,181,Beauty,Rare Ultra
swsh4,186,Orbeetle VMAX,Rare Rainbow
swsh4,188,Pikachu VMAX,Rare Rainbow
swsh4,190,Aegislash VMAX,Rare Rainbow
swsh4,193,Bea,Rare Rainbow
swsh4,197,Opal,Rare Rainbow
swsh4,198,Galarian Obstagoon,Rare Secret
swsh4,199,Oranguru,Rare Secret
swsh4,203,Telescopic Sight,Rare Secret
swsh4,201,Hero's Medal,Rare Secret
swsh4,187,Galarian Darmanitan VMAX,Rare Rainbow
swsh4,202,Memory Capsule,Rare Secret
swsh4,185,Pokémon Center Lady,Rare Ultra
swsh4,189,Coalossal VMAX,Rare Rainbow
swsh4,191,Togekiss VMAX,Rare Rainbow
swsh4,192,Allister,Rare Rainbow
swsh4,194,Beauty,Rare Rainbow
swsh4,195,Leon,Rare Rainbow
swsh4,196,Nessa,Rare Rainbow
swsh4,200,Cape of Toughness,Rare Secret
swsh5,10,Durant,Uncommon
swsh5,11,Scatterbug,Common
swsh5,12,Spewpa,Uncommon
swsh5,14,Fomantis,Common
swsh5,20,Entei,Rare Holo
swsh5,21,Victini V,Rare Holo V
swsh5,23,Tepig,Common
swsh5,26,Heatmor,Uncommon
swsh5,30,Centiskorch,Rare
swsh5,32,Seadra,Uncommon
swsh5,35,Galarian Mr. Rime,Rare
swsh5,37,Octillery,Rare Holo
swsh5,1,Bellsprout,Common
swsh5,40,Empoleon V,Rare Holo V
swsh5,5,Cacturne,Uncommon
swsh5,42,Jellicent,Rare
swsh5,9,Carnivine,Uncommon
swsh5,56,Grumpig,Uncommon
swsh5,22,Victini VMAX,Rare Holo VMAX
swsh5,57,Baltoy,Common
swsh5,25,Emboar,Rare Holo
swsh5,62,Mimikyu V,Rare Holo V
swsh5,27,Salandit,Common
swsh5,70,Marowak,Rare
swsh5,33,Kingdra,Rare Holo
swsh5,71,Gligar,Common
swsh5,38,Corphish,Common
swsh5,72,Gliscor,Uncommon
swsh5,46,Shinx,Common
swsh5,76,Mienfoo,Common
swsh5,48,Luxray,Rare Holo
swsh5,81,Silicobra,Common
swsh5,49,Pachirisu,Common
swsh5,84,Stonjourner,Rare
swsh5,50,Tapu Koko V,Rare Holo V
swsh5,87,Rapid Strike Urshifu V,Rare Holo V
swsh5,52,Yamper,Common
swsh5,60,Espurr,Common
swsh5,67,Primeape,Rare
swsh5,75,Conkeldurr,Rare
swsh5,79,Carkol,Uncommon
swsh5,80,Coalossal,Rare Holo
swsh5,82,Sandaconda,Rare Holo
swsh5,85,Single Strike Urshifu V,Rare Holo V
swsh5,86,Single Strike Urshifu VMAX,Rare Holo VMAX
swsh5,88,Rapid Strike Urshifu VMAX,Rare Holo VMAX
swsh5,3,Victreebel,Rare
swsh5,4,Cacnea,Common
swsh5,13,Vivillon,Rare
swsh5,15,Lurantis,Rare
swsh5,16,Tapu Bulu,Rare Holo
swsh5,17,Blipbug,Common
swsh5,19,Flapple VMAX,Rare Holo VMAX
swsh5,28,Salazzle,Rare
swsh5,34,Galarian Mr. Mime,Common
swsh5,36,Remoraid,Common
swsh5,39,Crawdaunt,Uncommon
swsh5,45,Electivire,Rare
swsh5,47,Luxio,Uncommon
swsh5,53,Boltund,Rare
swsh5,54,Galarian Slowpoke,Common
swsh5,55,Spoink,Common
swsh5,58,Claydol,Rare
swsh5,63,Necrozma V,Rare Holo V
swsh5,64,Dottler,Uncommon
swsh5,65,Orbeetle,Rare Holo
swsh5,66,Mankey,Common
swsh5,68,Onix,Common
swsh5,78,Rolycoly,Common
swsh5,83,Falinks,Rare
swsh5,2,Weepinbell,Uncommon
swsh5,6,Kricketune V,Rare Holo V
swsh5,7,Cherubi,Common
swsh5,8,Cherrim,Rare Holo
swsh5,18,Flapple V,Rare Holo V
swsh5,24,Pignite,Uncommon
swsh5,29,Sizzlipede,Common
swsh5,31,Horsea,Common
swsh5,41,Frillish,Common
swsh5,43,Bruxish,Uncommon
swsh5,44,Electabuzz,Common
swsh5,51,Tapu Koko VMAX,Rare Holo VMAX
swsh5,59,Chimecho,Common
swsh5,61,Meowstic,Rare Holo
swsh5,69,Cubone,Common
swsh5,73,Timburr,Common
swsh5,74,Gurdurr,Uncommon
swsh5,77,Mienshao,Rare
swsh5,90,Golbat,Uncommon
swsh5,92,Galarian Slowbro,Rare
swsh5,96,Houndoom,Rare Holo
swsh5,103,Pawniard,Common
swsh5,109,Corviknight V,Rare Holo V
swsh5,117,Stoutland V,Rare Holo V
swsh5,120,Indeedee,Uncommon
swsh5,121,Bruno,Uncommon
swsh5,122,Camping Gear,Uncommon
swsh5,127,Fan of Waves,Uncommon
swsh5,135,Sordward & Shielbert,Uncommon
swsh5,137,Tower of Darkness,Uncommon
swsh5,138,Tower of Waters,Uncommon
swsh5,139,Urn of Vitality,Uncommon
swsh5,140,Rapid Strike Energy,Uncommon
swsh5,143,Flapple V,Rare Ultra
swsh5,145,Empoleon V,Rare Ultra
swsh5,147,Tapu Koko V,Rare Ultra
swsh5,149,Necrozma V,Rare Ultra
swsh5,151,Single Strike Urshifu V,Rare Ultra
swsh5,152,Rapid Strike Urshifu V,Rare Ultra
swsh5,157,Stoutland V,Rare Ultra
swsh5,159,Cheryl,Rare Ultra
swsh5,172,Bruno,Rare Rainbow
swsh5,175,Phoebe,Rare Rainbow
swsh5,178,Octillery,Rare Secret
swsh5,179,Houndoom,Rare Secret
swsh5,181,Level Ball,Rare Secret
swsh5,91,Crobat,Rare Holo
swsh5,93,Murkrow,Common
swsh5,98,Morpeko,Uncommon
swsh5,100,Mawile,Common
swsh5,101,Bronzor,Common
swsh5,105,Honedge,Common
swsh5,111,Spearow,Common
swsh5,113,Lickitung,Common
swsh5,115,Glameow,Common
swsh5,123,Cheryl,Uncommon
swsh5,126,Exp. Share,Uncommon
swsh5,129,Level Ball,Uncommon
swsh5,133,Single Strike Scroll of Scorn,Uncommon
swsh5,134,Single Strike Style Mustard,Uncommon
swsh5,136,Tool Jammer,Uncommon
swsh5,141,Single Strike Energy,Uncommon
swsh5,144,Victini V,Rare Ultra
swsh5,148,Mimikyu V,Rare Ultra
swsh5,154,Tyranitar V,Rare Ultra
swsh5,155,Tyranitar V,Rare Ultra
swsh5,158,Bruno,Rare Ultra
swsh5,161,Phoebe,Rare Ultra
swsh5,162,Rapid Strike Style Mustard,Rare Ultra
swsh5,163,Single Strike Style Mustard,Rare Ultra
swsh5,170,Rapid Strike Urshifu VMAX,Rare Rainbow
swsh5,169,Rapid Strike Urshifu VMAX,Rare Rainbow
swsh5,171,Corviknight VMAX,Rare Rainbow
swsh5,176,Rapid Strike Style Mustard,Rare Rainbow
swsh5,89,Zubat,Common
swsh5,95,Houndour,Common
swsh5,97,Tyranitar V,Rare Holo V
swsh5,110,Corviknight VMAX,Rare Holo VMAX
swsh5,112,Fearow,Uncommon
swsh5,116,Purugly,Uncommon
swsh5,118,Bouffalant,Uncommon
swsh5,124,Energy Recycler,Uncommon
swsh5,125,Escape Rope,Uncommon
swsh5,128,Korrina's Focus,Uncommon
swsh5,130,Phoebe,Uncommon
swsh5,132,Rapid Strike Style Mustard,Uncommon
swsh5,150,Single Strike Urshifu V,Rare Ultra
swsh5,156,Corviknight V,Rare Ultra
swsh5,160,Korrina's Focus,Rare Ultra
swsh5,173,Cheryl,Rare Rainbow
swsh5,182,Rapid Strike Energy,Rare Secret
swsh5,94,Honchkrow,Uncommon
swsh5,99,Steelix,Rare Holo
swsh5,102,Bronzong,Rare Holo
swsh5,104,Bisharp,Uncommon
swsh5,106,Doublade,Uncommon
swsh5,107,Aegislash,Rare Holo
swsh5,108,Aegislash,Rare
swsh5,114,Lickilicky,Rare
swsh5,119,Drampa,Rare
swsh5,131,Rapid Strike Scroll of Swirls,Uncommon
swsh5,142,Kricketune V,Rare Ultra
swsh5,146,Empoleon V,Rare Ultra
swsh5,153,Rapid Strike Urshifu V,Rare Ultra
swsh5,168,Single Strike Urshifu VMAX,Rare Rainbow
swsh5,164,Flapple VMAX,Rare Rainbow
swsh5,165,Victini VMAX,Rare Rainbow
swsh5,166,Tapu Koko VMAX,Rare Rainbow
swsh5,167,Single Strike Urshifu VMAX,Rare Rainbow
swsh5,174,Korrina's Focus,Rare Rainbow
swsh5,177,Single Strike Style Mustard,Rare Rainbow
swsh5,180,Exp. Share,Rare Secret
swsh5,183,Single Strike Energy,Rare Secret
